exp,execution,benchmark,size_of_data,schedule,chunk_size,num_threads,version,num_threads,N,ORIG,OMP
schedule-test,1,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,48144457,15811084
schedule-test,2,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,47854183,15652348
schedule-test,3,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,47933586,15951829
schedule-test,4,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,47552370,16202718
schedule-test,5,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,48764458,15898800
schedule-test,6,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,50101710,20523852
schedule-test,7,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,50928741,18142591
schedule-test,8,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,47866399,15452827
schedule-test,9,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,49009946,16374049
schedule-test,10,vectoradd,8388608,GUIDED,256,8,OMP,8,8388608,47373446,15326414
